Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,..,..,..,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,12643821569,14665445462,17959367194,21736802664,28019483764,12796345679,6496163616,6838298531,6322175566,7639325296,9679316770,9852990693,10693430511,11777532662,13867634371,16731566717,19063143370,21650528674,26910855807,25130278213,30906749533
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3288381797,3376806697,3182810841,3273505344,3656806166,3806983413,3597220962,4303288480,3537741942,3404284891,3600632111,4094441301,4193850445,4901869764,6221110219,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8788301546,8646000000,6755000000,6567250000,6894250000,7115000000,8557500000,8534000000,6405250000,6861500000,6693250000,6780750000,6345250000,5730500000,5808500000,5758250000,5446750000,5294750000,4418000000,9670750000,12047750000
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,256383478165,276918965238,241188710607,239981577262,243477941445,273327490480,273428068927,288271180913,268728576303,265321450546,287042463740,260850392952,269746460053,358116678901,445975553010,521562847474,587454940473,674947497628,726711167541,726850536901,863749634745
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,124277825787,130794315519,125449432678,130547124414,135350756019,207843864309,263563556144,276460023662,297126502719,140119071338,142700161610,150714426912,180129182231,208646527355,257939299772,316515667947,402077365741,470947616491,574259808704,515037106036,605794323434
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,641683975929,467929157935,467773400613,478901864353,499875741125,528474736899,570906140764,614595216836,598783460088,665404764120,763400074351,744564338443,746768175363,830076531568,987304821542,1210081941399,1439461123431,1674640786036,2121063708752,1832774180320,2165961502752
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,13573367100,13946896742,14242986936,13815833342,14793002835,15732201525,16941993240,20074931520,21643804665,23393912390,25625542926,26504661126,27742046925,30589389406,33597817092,38224293959,44325879983,49739222993,57296315262,47913515379,52803409572
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,276777263070,244245640082,252364702967,267674623021,304448250408,388889205137,411186267613,405325268751,442779325890,426345402233,420823859911,460153265512,518049996937,621437270111,749236864681,871993037921,987675979324,1254691637899,1526123276964,1289261661161,1319446244882
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1915395300810,2032060802129,2207917972524,2381903872503,2502051602237,2616760247006,2836276821588,3029896330910,2921202598159,3090767584478,3378193447814,3351551499259,3255788416656,3622383752487,4209610787469,4897661936724,5600150744579,6630769690203,7464456008410,7181684474649,8728192674220
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4870448081100,5504103130127,6016741720050,6732486122258,7530779339792,8528716916021,8228628055250,7860107080825,7007987267443,7826875274858,8486535433030,7890593533287,8019320137888,8807340167908,9868085960845,10526916106060,11166176306011,12482468447983,14397041627177,14811619687571,17291859920838
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,667410241508,724654932689,812994672964,892446273872,1074481772219,1325739943459,1523108085149,1576765689263,1441284604893,1587766769234,1748618348962,1862932027334,2063860728513,2337899791170,2712364424547,3140095880510,3783277937264,4787055911780,6062020651660,6581355241401,8008612939930
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,666725912038,723904575173,812130263841,891466245843,1073279171691,1324237119504,1521371528101,1574968030482,1439654527489,1585945646833,1746600304145,1860776095172,2061454246158,2335145056826,2709157341038,3136370768809,3778749876885,4781266905492,6054649425102,6573323824228,7998793934321
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5930533130403,6132817301223,6756330192255,6188568278739,6536616886781,7553162009471,7635464160643,6983168724241,7182324521394,7152815111746,6533285976077,6636734730022,7247791094759,8929519218444,10242911187425,10627971366602,11309041991993,13035176682197,14346208350010,13135138604358,12835436183866
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8878726012344,9138089898100,9788468740273,8995636772541,9408153883833,10940729460750,11168606418196,10603796378823,10797712209603,10686389670550,10078047371487,10182615561468,11150184165051,13558532492379,15806093490341,16828963477327,18232780756499,21312176373246,23464214449944,20665617638433,21144686639874
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,354162047861,341091427145,328456061561,339240955304,265720716949,373850853755,395418991592,420620916290,421392804209,384494001094,391265288460,335654261833,390539574548,498100392298,641354851059,798910158033,929653913666,1171564532813,1402469464526,1169850373592,1390857073642
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1023447655222,1001726332505,928560950239,919184389271,828931569962,991386506668,1021246372671,1056346888860,949940635054,824136419160,896296644399,911685748933,1024837356678,1261025229728,1631386098917,2043000026365,2471291016359,3179151934107,3936202053333,3121840190454,3673616542654
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6509962315039,6725128658501,7386533474604,6748064931035,7153669602084,8292479629104,8427282888819,7730067215825,7963038897258,7926425566614,7279892216792,7398267811405,8089955515957,9944006859363,11434848361292,11940626626680,12754718274524,14779905573600,16360464416206,14844850799682,14641776061063
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,165447183505,180013449210,136844691210,142051421909,121518574647,141395905528,154688747451,161933433655,167620980707,168431404824,181929508087,175879852361,190891346466,216610034974,249571115303,288591119561,338947673939,404319749775,481564738214,475142721102,518681650291
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,19667490187457,20754390160177,22226176245107,22395792091846,23957531730600,26567418298133,26785161174426,26340216405261,26260273154078,27503045905190,28162974031506,27928896371817,29144343172969,32698820544966,36519104666599,38777915773379,41167629825978,45307766399565,48575377625136,45185733854676,47610738714068
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3640234641966,3533522589117,3691704784868,3930669158918,4336867507416,4987839099170,5443875017792,5775060591518,5550058379298,5408484188258,5886134978693,5971611141415,6065785974351,6814154037539,8117393631130,9694742216243,11501211498156,14287517909878,17147397340377,16646670816085,20239797714297
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,4017916711579,3940510265552,4055233877768,4312831087602,4732712405130,5468656850572,5998032496243,6355351844568,6153797551256,5860980124816,6405161916664,6484663039123,6618955701161,7438051094245,8846953925342,10543941001744,12515788445512,15478350774973,18566849399860,18030309686510,21843599755374
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,159019516930,170036291239,165355540082,175244559142,190983317299,267309715975,328495025650,344040187983,360890034245,203538006167,244290144706,243968067390,267621509358,302939673629,365116376619,428328538127,526645636934,609839841032,714771797938,669157586077,786359231668
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,220767518955,240288582088,199759409828,208457572284,205697718339,213394230364,225170917307,235609683373,242828324964,249690571092,275650920075,269747437393,286540275918,322074306128,365272291016,421468030604,488304362309,580806156919,704680261545,714481284348,817442809409
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,378607545881,408942216795,364506102250,383123667527,396492340121,481971986421,555986446839,582084646128,606361225727,452400909421,519441856818,513296405076,553836284401,624678232124,730312504981,849808229882,1015393219998,1190938893682,1419452059483,1383638870425,1603802041077
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,1969512751971,1979786087178,2019093016960,2102175787620,2440367682873,3023905067448,3335133915922,3493738971286,3367800746255,3112522628018,3418913200755,3536187082459,3750348820903,4273780094502,5137669562692,6197282356459,7482372535432,9435731160312,11746008266261,11368249341335,13681203944218
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1101649853840,1189339213608,1299092404987,1537127525768,1795771702367,1942345373687,2100954032184,2303665490980,2331974611877,2107674024427,2326960808220,2282616598587,2052785896654,2091901149500,2405470324871,2903225604298,3397326624081,3998763226331,4644092806763,4357538710237,5397655976518
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,999200488031,1075681682297,1170076247284,1397935427602,1640307476522,1762996031342,1911521633510,2094953882737,2116252056668,1893935164371,2103632373623,2058411677043,1833442255112,1860329009942,2137560387893,2596008248707,3041888570283,3605106967514,4216556735122,3942282553724,4911947255842
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1033600786046,1123495935431,1232566922624,1466869007645,1715191251554,1855934080188,2016321456860,2212066943070,2233346783882,2002746450824,2214459331302,2161359793667,1927322088503,1960517237957,2264876337799,2752003834144,3234927436484,3826960106952,4465814394726,4176789652249,5212372072821
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,192676976335,208818016298,165223219907,171011303886,167739564146,172091208742,181565021319,189340363935,192210596422,197805574801,224564439989,216586451094,238997145476,270939943316,311792443178,370634107575,430668720016,517201448592,635498688013,628091006955,711177667873
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3318762167936,3236623796985,3396912933460,3668066247500,4101804124809,4763797923693,5273504290076,5609087530584,5514938515915,5319459832733,5796667553560,5812896698083,5897424611643,6582329229106,7738117921918,9153616469907,10792069669289,13261896828487,15800077993603,15860983059370,19281238913054
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,130008414339,145715712930,100945256140,109272170085,102325546112,94452790503,91310974727,97274657553,98416782769,98986835504,122203639630,115323086245,127077820422,141515501992,165698854253,201372545813,235083355834,286238241796,345469916683,340799376714,378234341639
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,721910019834,689678234469,717599213403,719285658478,794411575675,953925113710,1071405880809,1139706610045,1188551537539,1087669057163,1168026472636,1189234070721,1218227151796,1371240293091,1601536204477,1857675291025,2188218204062,2690340761555,3006800915389,3146680477433,3765319017000
GDP (current US$),NY.GDP.MKTP.CD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,836867640836,673694780583,711007498209,666662575625,703413205096,779320006737,862935523841,900703249117,881949381134,954642370741,1098655593166,1090274286299,1084280957544,1208787816829,1425039121627,1696746049955,1984464158643,2340610689868,2892703776066,2608280183520,3045879622174
GDP (current US$),NY.GDP.MKTP.CD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,561877077035,380581307811,390454379064,344284389324,361933969778,403354671398,446894233272,465770068926,475820335215,515243741363,577555393311,580255087941,565029334318,624719536901,739740924020,857124962326,996469269796,1209996489936,1469142385235,1421593053226,1629127925063
GDP (current US$),NY.GDP.MKTP.CD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,557461708925,377590606395,387386092629,341578918011,359089803726,400070200954,443484189036,462008531499,471749358012,510969926889,573241793311,576251387941,561473534318,620751536901,735137824020,851999262326,991120969796,1204180789936,1461831985235,1413507353226,1619446425063
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3195723188082,3100370410006,3299959069132,3563133544190,4002155644698,4669768346890,5181157477394,5510728497287,5415771029696,5220210300683,5675807560244,5698308087221,5771947167690,6442572753678,7574430502189,8955078429959,10560130122161,12979297389135,15459320842699,15524656827265,18906893796333
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6560811991361,6772291612316,7116394258319,7439432921639,7869047506907,8247740840061,8706425384133,9235472549086,9699947073918,10312910648521,10999205634932,11324591275355,11693695836552,12356178599085,13248371709918,14217183637403,15141018255289,15949815407783,16329835439550,15859350766600,16672954718092
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18927536081483,20039911664797,21561169598530,21906239018902,23421916750615,25867831172925,26094310406312,25697173077083,25844629792769,27152879473912,27778488573283,27514799599350,28704330298726,32089713975113,35719361405775,37779302577053,39873621654155,43663244462480,46373966166330,43394862640332,45526677050420
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,31954015148,33550913340,36340445477,34799288271,36855488522,43750838246,44988678260,45001855639,45175657701,47126365643,47447997452,47626338310,52122511272,64819510796,76950784903,86284958293,95908328760,115445997132,125254076612,107852490662,112786677893
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2385132399,2529727433,2776997612,2916179027,3414639448,3704482550,3969814416,3979427621,3430045707,3741318845,3444510932,3387243157,3551511786,4235417136,4871855214,5404344027,5674869059,6250949280,6698924093,6033680450,6638995494
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18523011752434,19543831632333,20970587190584,21134194430801,22640945743653,25102168130846,25225933434935,24722077238172,24783774164439,26035692714140,26514807286901,26251047428649,27380537491974,30686884653568,34093567886600,35883964025378,37770129321607,41227786934667,43675050278962,41130483724941,42907615946030
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,397040693432,224731322067,174864985461,182710500408,190512119843,280321612128,339779202888,372342820435,394007939421,245465540938,283217741818,269595630764,312135025049,340468658770,424234077246,531122307171,668501035348,808147234882,1008759607219,914568494529,1069026111075
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,47935378888,50019032462,53255036350,51480858165,55022851743,63080936209,65815856109,69056214780,70249508074,74261596878,76518051310,77518242594,83416069983,99644317338,115420457209,129913596279,145909077802,171436169405,189249315967,161799686491,172229082959
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,364740287588,314469355543,333546277430,327009281233,377442853701,416341940330,458508459742,484982931206,492856423475,531825749350,544940514563,562554379798,593707009777,694775911444,804159915390,924419567611,1051884831127,1342148092012,1347380565219,1502961023416,1869826822337
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,364740287588,314469355543,333546277430,327009281233,377442853701,416341940330,458508459742,484982931206,492856423475,531825749350,544940514563,562554379798,593707009777,694775911444,804159915390,924419567611,1051884831127,1342148092012,1347380565219,1502961023416,1869826822337
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,379792346523,406697411521,365899500397,369858677465,378181813147,481079007261,537530179194,565282993319,566816310317,404651982255,428788727164,410936482186,449501126212,565920228913,702843567490,836994144673,988827706638,1145187476949,1300970976245,1241887642937,1469543958179
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,379398895465,406298212694,365435981519,369351885277,377661601267,480536248747,536993447940,564682059532,566166520918,403985079544,428130754795,410270416419,448754410667,565165696848,701946427140,836012300136,987742442582,1144107728262,1299991378851,1241036741317,1468562341636
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,379792346523,406697411521,365899500397,369858677465,378181813147,481079007261,537530179194,565282993319,566816310317,404651982255,428788727164,410936482186,449501126212,565920228913,702843567490,836994144673,988827706638,1145187476949,1300970976245,1241887642937,1469543958179
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2473739364735,2410640500595,2582335563908,2843925173135,3207856037634,3715826421204,4109725004124,4370993512298,4227162980183,4132511001157,4507754295878,4509040189336,4553680056521,5071283063645,5972840657143,7097354678868,8371855781849,10288887282490,12452519927310,12377976349832,15141574779333
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22991895905266,23998499386380,25631432757014,26071136171461,28066274308784,31338014339198,32064860700885,31954804098165,31780795899557,32829035976968,33965806441912,33747838963540,35048255697763,39288473726075,44264898214305,47938461749089,51965655998564,58574302755951,64378551514749,61049315651690,66893676131663
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,,,,,,,,,,,,,
